Shape: (285, 45)
Columns (45):
   0: episode_index
   1: frame_index
   2: timestamp
   3: L_sh_pitch
   4: L_sh_roll
   5: L_sh_yaw
   6: L_el_pitch
   7: L_el_roll
   8: L_wr_yaw
   9: L_wr_pitch
  10: R_sh_pitch
  11: R_sh_roll
  12: R_sh_yaw
  13: R_el_pitch
  14: R_el_roll
  15: R_wr_yaw
  16: R_wr_pitch
  17: state_L_sh_pitch
  18: state_L_sh_roll
  19: state_L_sh_yaw
  20: state_L_el_pitch
  21: state_L_el_roll
  22: state_L_wr_yaw
  23: state_L_wr_pitch
  24: state_R_sh_pitch
  25: state_R_sh_roll
  26: state_R_sh_yaw
  27: state_R_el_pitch
  28: state_R_el_roll
  29: state_R_wr_yaw
  30: state_R_wr_pitch
  31: gripper_L
  32: gripper_R
  33: eeL_x
  34: eeL_y
  35: eeL_z
  36: eeL_roll
  37: eeL_pitch
  38: eeL_yaw
  39: eeR_x
  40: eeR_y
  41: eeR_z
  42: eeR_roll
  43: eeR_pitch
  44: eeR_yaw

     episode_index  frame_index  timestamp  L_sh_pitch  L_sh_roll  L_sh_yaw  L_el_pitch  L_el_roll  L_wr_yaw  L_wr_pitch  R_sh_pitch  R_sh_roll  R_sh_yaw  R_el_pitch  R_el_roll  R_wr_yaw  R_wr_pitch  state_L_sh_pitch  state_L_sh_roll  state_L_sh_yaw  state_L_el_pitch  state_L_el_roll  state_L_wr_yaw  state_L_wr_pitch  state_R_sh_pitch  state_R_sh_roll  state_R_sh_yaw  state_R_el_pitch  state_R_el_roll  state_R_wr_yaw  state_R_wr_pitch  gripper_L  gripper_R    eeL_x    eeL_y    eeL_z  eeL_roll  eeL_pitch   eeL_yaw    eeR_x     eeR_y    eeR_z  eeR_roll  eeR_pitch   eeR_yaw
148              0          148   4.933300    0.503868  -0.024749 -0.037648    0.467549  -0.056879 -0.002388   -0.042950   -0.042138   0.214896 -0.336139   -0.265200  -0.148170  0.092194   -0.173529          0.495660        -0.018216       -0.030327          0.462539        -0.061608       -0.000191         -0.052071         -0.040458         0.209961       -0.340467         -0.262264        -0.135996        0.100137         -0.214580   0.000000   1.800000 0.321717 0.239886 0.751928 -0.060237  -0.005865  0.049759 0.436268 -0.043987 0.850364  0.101499  -0.108261  0.191945
149              0          149   4.966700    0.503178  -0.025870 -0.038413    0.468366  -0.056810 -0.004130   -0.038474   -0.043581   0.209320 -0.333605   -0.259336  -0.146762  0.085541   -0.170234          0.495660        -0.018216       -0.030327          0.462539        -0.060845       -0.000191         -0.050927         -0.043526         0.209194       -0.340467         -0.259213        -0.139048        0.097848         -0.208476   0.000000   1.800000 0.321926 0.240300 0.751776 -0.060754  -0.002748  0.052441 0.436160 -0.044664 0.846758  0.095048  -0.103367  0.198079
150              0          150   5.000000    0.502636  -0.026769 -0.038973    0.468649  -0.056462 -0.005588   -0.036628   -0.043314   0.209936 -0.329657   -0.255857  -0.143012  0.083942   -0.178734          0.495660        -0.018216       -0.030327          0.462539        -0.060845       -0.000572         -0.047494         -0.045444         0.208427       -0.340467         -0.258068        -0.141718        0.094415         -0.203136   0.000000   1.800000 0.322069 0.240631 0.751758 -0.060901  -0.001601  0.054696 0.436843 -0.045412 0.843884  0.098253  -0.090979  0.197996
151              0          151   5.033300    0.501609  -0.027419 -0.039467    0.468726  -0.056021 -0.006811   -0.033206   -0.044045   0.210413 -0.326947   -0.255411  -0.144411  0.084425   -0.189196          0.495660        -0.018216       -0.030327          0.462539        -0.060464       -0.000954         -0.044060         -0.046977         0.208043       -0.340467         -0.256924        -0.141718        0.090219         -0.201228   0.000000   1.800000 0.322364 0.240913 0.751584 -0.060806   0.000815  0.056438 0.437143 -0.046373 0.841651  0.097498  -0.078979  0.195660
152              0          152   5.066700    0.500007  -0.027391 -0.039763    0.468823  -0.055070 -0.007796   -0.028004   -0.047496   0.207526 -0.323948   -0.255167  -0.139248  0.079073   -0.193723          0.495660        -0.018216       -0.030709          0.462539        -0.060464       -0.003243         -0.037957         -0.048895         0.208043       -0.340467         -0.255016        -0.141718        0.086786         -0.201610   0.000000   1.800000 0.322860 0.241140 0.751364 -0.059750   0.004359  0.057326 0.436581 -0.047250 0.838615  0.098838  -0.069842  0.199782
153              0          153   5.100000    0.499320  -0.026506 -0.039805    0.468982  -0.054897 -0.007177   -0.025747   -0.050391   0.205419 -0.323614   -0.255811  -0.137317  0.075557   -0.200498          0.495660        -0.018599       -0.031090          0.462539        -0.059701       -0.003624         -0.035668         -0.049662         0.208043       -0.340085         -0.248531        -0.141718        0.084115         -0.206950   0.000000   1.800000 0.323107 0.241155 0.751347 -0.058842   0.005686  0.056187 0.435867 -0.047225 0.836256  0.098333  -0.060625  0.204014
154              0          154   5.133300    0.498115  -0.024638 -0.039565    0.468824  -0.053546 -0.006185   -0.021914   -0.055362   0.199884 -0.325312   -0.256587  -0.138049  0.069758   -0.203521          0.495660        -0.018983       -0.031090          0.462539        -0.059701       -0.004005         -0.033761         -0.049662         0.208043       -0.339323         -0.246624        -0.140955        0.081827         -0.210384   0.000000   1.800000 0.323530 0.241098 0.751169 -0.056065   0.008309  0.053852 0.434295 -0.046878 0.833313  0.091836  -0.053295  0.211852
155              0          155   5.166700    0.497748  -0.024515 -0.039500    0.468931  -0.052694 -0.006525   -0.021128   -0.057429   0.198992 -0.325236   -0.256822  -0.136180  0.067620   -0.204715          0.495277        -0.018983       -0.031090          0.462539        -0.058938       -0.003624         -0.029183         -0.051963         0.206893       -0.338178         -0.246624        -0.140955        0.076867         -0.218395   0.000000   1.800000 0.323651 0.241127 0.751221 -0.055147   0.008628  0.054014 0.433741 -0.046740 0.832187  0.092684  -0.050211  0.214386
156              0          156   5.200000    0.496340  -0.024712 -0.039697    0.469380  -0.052217 -0.007434   -0.016884   -0.060733   0.192689 -0.329721   -0.254133  -0.139601  0.060963   -0.203901          0.495277        -0.018983       -0.031090          0.462539        -0.058556       -0.004005         -0.026131         -0.056181         0.204592       -0.338178         -0.246624        -0.139429        0.074197         -0.219539   0.000000   1.800000 0.324099 0.241289 0.751221 -0.054805   0.011065  0.054946 0.432183 -0.045054 0.829297  0.082086  -0.045441  0.225685
157              0          157   5.233300    0.494755  -0.025323 -0.040483    0.470734  -0.053426 -0.008496   -0.009158   -0.060608   0.190055 -0.329529   -0.249687  -0.137618  0.055997   -0.202691          0.495277        -0.018983       -0.031090          0.462539        -0.057794       -0.004005         -0.024987         -0.058099         0.203058       -0.338178         -0.246624        -0.138285        0.070764         -0.219921   0.000000   1.800000 0.324618 0.241652 0.751113 -0.056254   0.015942  0.056575 0.432088 -0.044542 0.827304  0.079786  -0.042107  0.231838
158              0          158   5.266700    0.493248  -0.027177 -0.041831    0.471407  -0.056354 -0.009777   -0.003976   -0.060622   0.192735 -0.328808   -0.246724  -0.134715  0.055403   -0.208437          0.494894        -0.018983       -0.031472          0.462539        -0.056268       -0.004005         -0.021172         -0.062701         0.197689       -0.338178         -0.246624        -0.138285        0.063134         -0.219921   0.000000   1.800000 0.325040 0.242150 0.751030 -0.060241   0.019132  0.059619 0.432203 -0.043755 0.825578  0.084772  -0.033884  0.233126
159              0          159   5.300000    0.493175  -0.027208 -0.041883    0.471581  -0.056352 -0.009735   -0.003705   -0.060523   0.192828 -0.328660   -0.246745  -0.134733  0.055235   -0.208582          0.494510        -0.018983       -0.031472          0.462921        -0.056649       -0.004005         -0.013924         -0.066919         0.191553       -0.337797         -0.245480        -0.137522        0.059701         -0.220684   0.000000   1.800000 0.325070 0.242161 0.751085 -0.060247   0.019156  0.059622 0.432242 -0.043775 0.825611  0.084782  -0.033862  0.233141
160              0          160   5.333300    0.492676  -0.027541 -0.042104    0.472109  -0.056164 -0.010359   -0.000986   -0.060136   0.191224 -0.329045   -0.244768  -0.135825  0.053652   -0.205704          0.494510        -0.018983       -0.031472          0.462921        -0.057031       -0.004387         -0.010872         -0.068069         0.189636       -0.337797         -0.244717        -0.137140        0.056649         -0.221447   0.000000   1.800000 0.325229 0.242285 0.751047 -0.060273   0.020896  0.060431 0.432236 -0.043626 0.825202  0.081536  -0.035052  0.235150
161              0          161   5.366700    0.492677  -0.027584 -0.042130    0.472135  -0.056137 -0.010319   -0.000958   -0.060146   0.191320 -0.328966   -0.244714  -0.135895  0.053556   -0.205657          0.494510        -0.018983       -0.031853          0.462921        -0.057031       -0.004387         -0.007820         -0.069603         0.186568       -0.337415         -0.240902        -0.136759        0.056649         -0.224498   0.000000   1.800000 0.325230 0.242284 0.751053 -0.060273   0.020898  0.060431 0.432242 -0.043623 0.825193  0.081536  -0.035054  0.235150
162              0          162   5.400000    0.492674  -0.027658 -0.042178    0.472142  -0.056093 -0.010243   -0.000947   -0.060194   0.191479 -0.328841   -0.244709  -0.136022  0.053387   -0.205635          0.494510        -0.019366       -0.032235          0.462921        -0.057031       -0.004387         -0.007057         -0.070754         0.184650       -0.337034         -0.237087        -0.137140        0.056268         -0.224880   0.000000   1.800000 0.325230 0.242284 0.751054 -0.060273   0.020898  0.060431 0.432244 -0.043622 0.825192  0.081536  -0.035054  0.235149
163              0          163   5.433300    0.492768  -0.026786 -0.043056    0.473239  -0.054864 -0.010709    0.001544   -0.063169   0.188754 -0.328609   -0.235162  -0.124039  0.041190   -0.221182          0.494510        -0.019750       -0.032998          0.462921        -0.057031       -0.004387         -0.006676         -0.070370         0.183883       -0.336652         -0.235561        -0.136759        0.055886         -0.224880   0.000000   1.800000 0.325232 0.242826 0.751138 -0.057859   0.022349  0.061141 0.431060 -0.041159 0.817242  0.087653  -0.007302  0.252809
164              0          164   5.466700    0.492798  -0.026803 -0.043110    0.473362  -0.054872 -0.010655    0.001647   -0.062968   0.188643 -0.328344   -0.235118  -0.123815  0.040930   -0.221299          0.493743        -0.020517       -0.033761          0.463302        -0.057031       -0.004387         -0.005531         -0.070754         0.183500       -0.335508         -0.233654        -0.133707        0.053216         -0.229839   0.000000   1.800000 0.325227 0.242839 0.751163 -0.057858   0.022357  0.061137 0.431133 -0.041249 0.817252  0.087648  -0.007274  0.252880
165              0          165   5.500000    0.492078  -0.025943 -0.044669    0.474338  -0.056561 -0.010465    0.010083   -0.060318   0.189577 -0.327379   -0.224560  -0.112118  0.031856   -0.226728          0.493360        -0.022051       -0.034905          0.463302        -0.056649       -0.004768         -0.003243         -0.070370         0.183116       -0.334745         -0.230220        -0.130655        0.049401         -0.233654   0.000000   1.800000 0.325453 0.243519 0.750563 -0.058122   0.029039  0.061453 0.431491 -0.038801 0.813370  0.096579   0.005223  0.265895
166              0          166   5.533300    0.492635  -0.024945 -0.045068    0.476089  -0.056509 -0.009874    0.014087   -0.052333   0.193191 -0.325353   -0.207685  -0.111181  0.033094   -0.217282          0.493360        -0.022051       -0.035286          0.463302        -0.057031       -0.004768         -0.001717         -0.070370         0.183116       -0.334745         -0.229458        -0.128367        0.046731         -0.236324   0.000000   1.800000 0.325363 0.243700 0.750548 -0.057005   0.031752  0.060549 0.433799 -0.037678 0.811717  0.098207   0.004213  0.265136
167              0          167   5.566700    0.492924  -0.024736 -0.045218    0.476392  -0.055814 -0.010082    0.014817   -0.049645   0.195972 -0.323737   -0.204529  -0.107941  0.033043   -0.221248          0.493360        -0.022051       -0.036049          0.463302        -0.057031       -0.004768          0.004387         -0.069220         0.183116       -0.334745         -0.219539        -0.118448        0.040246         -0.235561   0.000000   1.800000 0.325279 0.243819 0.750479 -0.056036   0.032460  0.060767 0.434655 -0.037284 0.811308  0.103171   0.008279  0.265212
168              0          168   5.600000    0.493512  -0.024498 -0.045662    0.476519  -0.055374 -0.010017    0.014348   -0.046190   0.200286 -0.320338   -0.200286  -0.097759  0.030303   -0.224415          0.493360        -0.022051       -0.036049          0.463302        -0.057031       -0.004768          0.008202         -0.065002         0.183500       -0.334745         -0.205806        -0.113108        0.033379         -0.231365   0.000000   1.800000 0.325092 0.244037 0.750422 -0.055143   0.032430  0.061029 0.435794 -0.036596 0.811015  0.115594   0.011580  0.267834
169              0          169   5.633300    0.495103  -0.025079 -0.047294    0.477111  -0.055252 -0.011170    0.013376   -0.041056   0.206559 -0.317949   -0.190879  -0.096727  0.035092   -0.224495          0.493360        -0.022051       -0.036049          0.463684        -0.057031       -0.004768          0.007820         -0.063468         0.183116       -0.334745         -0.202373        -0.108911        0.031472         -0.229458   0.000000   1.800000 0.324546 0.244851 0.750271 -0.054639   0.032541  0.063959 0.437531 -0.035946 0.810152  0.121860   0.015308  0.262817
170              0          170   5.666700    0.495478  -0.025519 -0.047980    0.477361  -0.055740 -0.011557    0.013692   -0.039676   0.208481 -0.316734   -0.188718  -0.092523  0.033889   -0.227404          0.493360        -0.022051       -0.036049          0.463684        -0.057031       -0.005150          0.007820         -0.058482         0.183883       -0.334363         -0.199321        -0.107004        0.030327         -0.232891   0.000000   1.800000 0.324405 0.245147 0.750188 -0.055158   0.033029  0.065132 0.437938 -0.035456 0.809654  0.127131   0.018608  0.264503
171              0          171   5.700000    0.495456  -0.026284 -0.049592    0.477868  -0.056458 -0.012729    0.016578   -0.037707   0.206062 -0.319130   -0.184235  -0.095368  0.031375   -0.224010          0.493743        -0.022051       -0.036431          0.463684        -0.057031       -0.005150          0.008202         -0.052346         0.185034       -0.334363         -0.193980        -0.103571        0.030327         -0.232891   0.000000   1.800000 0.324347 0.245896 0.749940 -0.055771   0.035490  0.067916 0.438034 -0.034413 0.809058  0.120709   0.017541  0.269181
172              0          172   5.733300    0.495396  -0.027374 -0.051047    0.478226  -0.056997 -0.013882    0.016311   -0.035381   0.205348 -0.319981   -0.180276  -0.097367  0.030256   -0.227660          0.493743        -0.022051       -0.037575          0.463684        -0.057031       -0.005531          0.008202         -0.049662         0.185417       -0.334363         -0.192073        -0.100519        0.030327         -0.235561   0.000000   1.800000 0.324305 0.246561 0.750105 -0.056561   0.034934  0.070861 0.438424 -0.033727 0.807899  0.117019   0.022673  0.271887
173              0          173   5.766700    0.495362  -0.027664 -0.051429    0.478069  -0.057292 -0.013897    0.015491   -0.035029   0.205110 -0.319888   -0.179925  -0.096718  0.029315   -0.227819          0.493743        -0.022051       -0.037957          0.464446        -0.057031       -0.007439          0.011635         -0.045444         0.186568       -0.333600         -0.186351        -0.100900        0.030327         -0.235180   0.000000   1.800000 0.324294 0.246697 0.750163 -0.056928   0.034258  0.071388 0.438484 -0.033639 0.807849  0.117124   0.022813  0.272944
174              0          174   5.800000    0.495411  -0.028092 -0.051979    0.478464  -0.056496 -0.014598    0.014931   -0.032789   0.204335 -0.319607   -0.178275  -0.099624  0.029763   -0.232530          0.493743        -0.022051       -0.040627          0.464446        -0.057412       -0.007820          0.012016         -0.041609         0.186951       -0.333600         -0.182918        -0.100900        0.029946         -0.235561   0.000000   1.800000 0.324266 0.246994 0.750382 -0.056233   0.033406  0.072817 0.439081 -0.033900 0.807302  0.112965   0.027256  0.272436
175              0          175   5.833300    0.495604  -0.029602 -0.053277    0.478442  -0.056927 -0.015710    0.010835   -0.032013   0.205743 -0.315083   -0.180722  -0.092742  0.028482   -0.242527          0.493743        -0.022051       -0.041772          0.464446        -0.057794       -0.007820          0.011635         -0.040842         0.187335       -0.333600         -0.182536        -0.100900        0.029946         -0.237087   0.000000   1.800000 0.324132 0.247565 0.750863 -0.057328   0.029692  0.075991 0.439720 -0.035143 0.806970  0.120839   0.034457  0.271543
176              0          176   5.866700    0.495490  -0.030277 -0.053733    0.478288  -0.057422 -0.016092    0.010484   -0.031461   0.204889 -0.314731   -0.181564  -0.092702  0.027656   -0.246135          0.493743        -0.022051       -0.044442          0.464446        -0.057412       -0.007820          0.011254         -0.039308         0.187335       -0.333600         -0.181773        -0.100519        0.029946         -0.240520   0.000000   1.800000 0.324129 0.247736 0.750861 -0.058197   0.029452  0.077098 0.439854 -0.035404 0.806857  0.119797   0.036888  0.272261
177              0          177   5.900000    0.494984  -0.031768 -0.055284    0.478541  -0.060167 -0.016628    0.012265   -0.030649   0.204660 -0.311443   -0.184799  -0.088583  0.026113   -0.264081          0.493743        -0.022051       -0.046349          0.464446        -0.058556       -0.008583          0.011254         -0.038924         0.187335       -0.333600         -0.181773        -0.100137        0.029183         -0.245098   0.000000   1.800000 0.324208 0.248276 0.750793 -0.061549   0.030641  0.079547 0.440245 -0.036510 0.805540  0.123373   0.051290  0.273091
178              0          178   5.933300    0.494892  -0.032327 -0.055831    0.479328  -0.062023 -0.016180    0.014225   -0.032462   0.204281 -0.310853   -0.190487  -0.088636  0.026808   -0.278523          0.493743        -0.022051       -0.047112          0.464446        -0.059319       -0.008583          0.011254         -0.038541         0.187335       -0.332837         -0.181773        -0.099756        0.027276         -0.247768   0.000000   1.543736 0.324249 0.248355 0.750831 -0.063667   0.031755  0.079691 0.439762 -0.037215 0.804795  0.123923   0.062109  0.272496
179              0          179   5.966700    0.494790  -0.031969 -0.055963    0.479500  -0.063928 -0.014664    0.014789   -0.032942   0.201356 -0.312152   -0.192276  -0.090288  0.024638   -0.281735          0.493743        -0.022434       -0.049020          0.464446        -0.060464       -0.008583          0.011254         -0.037390         0.188102       -0.332456         -0.182918        -0.099374        0.026894         -0.256924   0.000000   0.991648 0.324316 0.248221 0.750866 -0.065234   0.031949  0.078069 0.439382 -0.037252 0.804507  0.119208   0.064295  0.275340
180              0          180   6.000000    0.494238  -0.029709 -0.055702    0.478715  -0.065556 -0.011101    0.015607   -0.033331   0.200228 -0.311272   -0.197388  -0.087402  0.022061   -0.298924          0.493743        -0.022818       -0.049020          0.464446        -0.062753       -0.008202          0.011635         -0.036240         0.190019       -0.330167         -0.184443        -0.097467        0.026513         -0.265316   0.000000   0.037363 0.324557 0.247847 0.750699 -0.065097   0.032638  0.073191 0.439092 -0.037614 0.803647  0.120825   0.076886  0.278790
181              0          181   6.033300    0.493495  -0.028184 -0.056098    0.477625  -0.067672 -0.008426    0.016297   -0.035248   0.199655 -0.311607   -0.200102  -0.086492  0.021867   -0.296635          0.493743        -0.022818       -0.049020          0.464828        -0.063134       -0.007820          0.011635         -0.036240         0.191170       -0.328260         -0.185969        -0.095178        0.023079         -0.269894   0.000000   0.000000 0.324793 0.247797 0.750451 -0.065776   0.033421  0.070115 0.438600 -0.037803 0.804191  0.121705   0.073854  0.278774
182              0          182   6.066700    0.493258  -0.026598 -0.055876    0.477239  -0.069376 -0.005731    0.017120   -0.036915   0.198618 -0.312253   -0.202942  -0.088487  0.022773   -0.297903          0.493743        -0.022818       -0.049020          0.464828        -0.063897       -0.007057          0.012016         -0.035856         0.191937       -0.327878         -0.190166        -0.092126        0.023079         -0.279812   0.000000   0.000000 0.324923 0.247486 0.750315 -0.066254   0.034129  0.066439 0.438146 -0.038210 0.804306  0.119506   0.074220  0.277549
183              0          183   6.100000    0.492888  -0.025506 -0.056570    0.476357  -0.072001 -0.003426    0.017860   -0.038999   0.198981 -0.310906   -0.208036  -0.083402  0.021445   -0.304377          0.493743        -0.022818       -0.049020          0.465209        -0.066186       -0.006676          0.012779         -0.036240         0.191937       -0.327878         -0.192073        -0.091363        0.022698         -0.284390   0.000000   0.000000 0.325024 0.247564 0.750008 -0.067652   0.035169  0.064183 0.437641 -0.038627 0.804471  0.125347   0.077604  0.278853
184              0          184   6.133300    0.492935  -0.025371 -0.057047    0.476498  -0.073660 -0.002513    0.018870   -0.040686   0.197611 -0.311167   -0.211394  -0.082026  0.020343   -0.304455          0.493743        -0.022818       -0.049020          0.465209        -0.066949       -0.006294          0.015068         -0.036240         0.191937       -0.327497         -0.192454        -0.088312        0.022316         -0.288968   0.000000   0.000000 0.325013 0.247637 0.749907 -0.068982   0.036015  0.063541 0.437149 -0.038917 0.804906  0.125684   0.076184  0.279905
185              0          185   6.166700    0.492945  -0.025040 -0.057234    0.476101  -0.074531 -0.001682    0.018905   -0.042133   0.196887 -0.311011   -0.213901  -0.080029  0.019236   -0.304174          0.493743        -0.022818       -0.049020          0.465209        -0.068475       -0.004005          0.015068         -0.036623         0.191937       -0.327115         -0.192836        -0.087930        0.021553         -0.297742   0.000000   0.000000 0.325001 0.247632 0.749750 -0.069488   0.036380  0.062715 0.436762 -0.039135 0.805223  0.127157   0.074901  0.280882
186              0          186   6.200000    0.493295  -0.024015 -0.057516    0.476000  -0.075689 -0.000072    0.019897   -0.045508   0.195931 -0.310921   -0.221499  -0.073010  0.015291   -0.313106          0.493743        -0.022818       -0.049020          0.465209        -0.070764       -0.003624          0.015068         -0.038541         0.191937       -0.327115         -0.192836        -0.084115        0.019646         -0.300412   0.000000   0.000000 0.324912 0.247630 0.749493 -0.069620   0.037650  0.060820 0.435620 -0.039044 0.805439  0.133402   0.079195  0.286379
187              0          187   6.233300    0.493546  -0.022639 -0.057659    0.475031  -0.076775  0.002235    0.018270   -0.048606   0.194004 -0.311592   -0.231335  -0.066500  0.010747   -0.324908          0.493743        -0.022818       -0.049020          0.465209        -0.071145       -0.003624          0.015450         -0.038924         0.191937       -0.327115         -0.193217        -0.081827        0.019265         -0.303464   0.000000   0.000000 0.324841 0.247537 0.749317 -0.069452   0.037011  0.058139 0.434395 -0.038930 0.806204  0.138010   0.083859  0.293040
188              0          188   6.266700    0.493699  -0.022089 -0.057794    0.474300  -0.077232  0.003258    0.016689   -0.049860   0.193906 -0.311942   -0.236748  -0.064086  0.010016   -0.332224          0.493743        -0.022818       -0.049020          0.465209        -0.071908       -0.002861          0.015831         -0.040458         0.191553       -0.326734         -0.198558        -0.076486        0.017739         -0.314527   0.000000   0.000000 0.324781 0.247529 0.749228 -0.069371   0.036216  0.057103 0.433901 -0.038919 0.806829  0.140615   0.086778  0.294828
189              0          189   6.300000    0.494099  -0.021368 -0.057954    0.474532  -0.077424  0.003977    0.018056   -0.052976   0.192339 -0.313539   -0.247763  -0.058046  0.006315   -0.344377          0.493360        -0.022818       -0.049020          0.465209        -0.073053       -0.000572          0.015450         -0.043143         0.191170       -0.325971         -0.208476        -0.071908        0.012779         -0.326352   0.000000   0.000000 0.324677 0.247568 0.749021 -0.068847   0.037659  0.056113 0.432559 -0.038525 0.808163  0.145241   0.090399  0.301455
190              0          190   6.333300    0.495063  -0.020710 -0.058541    0.474301  -0.078687  0.005404    0.016496   -0.060989   0.185918 -0.318635   -0.271128  -0.049382 -0.003458   -0.355594          0.493360        -0.022818       -0.049401          0.465209        -0.073816       -0.000191          0.015450         -0.044677         0.191170       -0.325971         -0.215343        -0.066567        0.010491         -0.332456   0.000000   0.000000 0.324376 0.247706 0.748879 -0.069225   0.037157  0.055015 0.429276 -0.037839 0.812226  0.147584   0.085406  0.315628
191              0          191   6.366700    0.495347  -0.020492 -0.058805    0.474306  -0.079051  0.005802    0.016210   -0.064003   0.184157 -0.320194   -0.280272  -0.046289 -0.005474   -0.362267          0.493743        -0.022818       -0.049020          0.465209        -0.074960        0.000191          0.015450         -0.048895         0.191170       -0.325971         -0.230983        -0.059319        0.004387         -0.343519   0.000000   0.000000 0.324288 0.247791 0.748843 -0.069264   0.037108  0.054772 0.428087 -0.037792 0.813588  0.149341   0.085692  0.319368
192              0          192   6.400000    0.495788  -0.020172 -0.059396    0.474083  -0.079269  0.006179    0.015518   -0.071093   0.174656 -0.327271   -0.304029  -0.043478 -0.014410   -0.372589          0.493743        -0.022818       -0.049020          0.465209        -0.075341        0.000572          0.015068         -0.051579         0.190786       -0.325971         -0.241665        -0.055123        0.000572         -0.350767   0.000000   0.000000 0.324131 0.248038 0.748727 -0.068903   0.037034  0.054832 0.424716 -0.037337 0.817974  0.142742   0.079598  0.332651
193              0          193   6.433300    0.496061  -0.019949 -0.060036    0.473709  -0.080402  0.006949    0.014276   -0.075745   0.169651 -0.329541   -0.320536  -0.036107 -0.021310   -0.382758          0.493743        -0.022818       -0.049401          0.465209        -0.075723        0.000572          0.015068         -0.059249         0.189636       -0.326352         -0.264935        -0.050927       -0.005150         -0.360685   0.000000   0.000000 0.324025 0.248240 0.748684 -0.069536   0.036365  0.054613 0.422583 -0.037342 0.820790  0.144446   0.077629  0.342427
194              0          194   6.466700    0.496575  -0.019538 -0.060706    0.473905  -0.081345  0.007719    0.014478   -0.081811   0.162373 -0.332705   -0.340368  -0.029608 -0.027229   -0.393629          0.493743        -0.022818       -0.050927          0.465209        -0.078775        0.000954          0.015068         -0.068069         0.187335       -0.326352         -0.293545        -0.043297       -0.015831         -0.375944   0.000000   0.000000 0.323867 0.248462 0.748591 -0.069788   0.036799  0.054234 0.419909 -0.037847 0.823943  0.143742   0.075190  0.351538
195              0          195   6.500000    0.498001  -0.018199 -0.061750    0.473339  -0.082486  0.009942    0.011093   -0.095085   0.144789 -0.340023   -0.384616  -0.016495 -0.042032   -0.430635          0.493743        -0.022434       -0.052834          0.465209        -0.080301        0.002861          0.014687         -0.081492         0.177747       -0.327497         -0.335889        -0.030327       -0.028038         -0.393492   0.000000   0.000000 0.323417 0.248787 0.748470 -0.069227   0.035176  0.052585 0.413391 -0.038620 0.829063  0.138601   0.082539  0.375452
196              0          196   6.533300    0.499054  -0.017401 -0.062664    0.473244  -0.083565  0.011384    0.009104   -0.103579   0.129964 -0.344924   -0.408199  -0.011161 -0.052298   -0.448387          0.493743        -0.022051       -0.052834          0.465209        -0.082208        0.004005          0.014305         -0.088394         0.168544       -0.329023         -0.362974        -0.024605       -0.034142         -0.415618   0.000000   0.000000 0.323089 0.249088 0.748432 -0.069145   0.034183  0.051737 0.409136 -0.039403 0.830702  0.128682   0.087691  0.390796
197              0          197   6.566700    0.499739  -0.016906 -0.063812    0.472779  -0.085067  0.012541    0.007981   -0.109072   0.118337 -0.346911   -0.431328  -0.000917 -0.060082   -0.489296          0.493743        -0.022051       -0.053216          0.465209        -0.082971        0.004768          0.013924         -0.095297         0.155505       -0.329404         -0.387388        -0.020027       -0.045968         -0.435836   0.000000   0.000000 0.322838 0.249486 0.748218 -0.069659   0.034082  0.051460 0.405487 -0.040407 0.830324  0.126025   0.112656  0.406164
198              0          198   6.600000    0.499850  -0.017019 -0.064108    0.472882  -0.085001  0.012303    0.008552   -0.111872   0.113904 -0.346648   -0.441336   0.005602 -0.062731   -0.501803          0.493743        -0.022051       -0.053216          0.465209        -0.083352        0.005531          0.013542         -0.098365         0.147452       -0.330167         -0.399977        -0.014687       -0.050546         -0.448043   0.000000   0.000000 0.322791 0.249629 0.748135 -0.069539   0.034680  0.051974 0.404030 -0.041188 0.830809  0.127599   0.118465  0.411466
199              0          199   6.633300    0.500800  -0.017616 -0.065045    0.473835  -0.086702  0.012557    0.008151   -0.121820   0.100630 -0.348606   -0.457478   0.006315 -0.066642   -0.502822          0.493743        -0.022051       -0.053979          0.465209        -0.085260        0.007820          0.013924         -0.104117         0.131729       -0.330930         -0.420958        -0.002098       -0.056649         -0.481231   0.000000   0.000000 0.322502 0.249919 0.748267 -0.071258   0.034257  0.052828 0.400571 -0.043449 0.831245  0.117546   0.117157  0.415493
200              0          200   6.666700    0.501670  -0.016880 -0.065766    0.473768  -0.087615  0.013990    0.006487   -0.130142   0.089851 -0.346132   -0.475013   0.019891 -0.072261   -0.524173          0.493743        -0.022051       -0.054742          0.465209        -0.086404        0.007820          0.013542         -0.109486         0.116006       -0.332074         -0.435836         0.000954       -0.060082         -0.493057   0.000000   0.000000 0.322237 0.250128 0.748251 -0.071168   0.033378  0.051826 0.397255 -0.045849 0.830317  0.120229   0.131032  0.425092
201              0          201   6.700000    0.502175  -0.016573 -0.066050    0.473589  -0.087443  0.014375    0.005360   -0.133048   0.086842 -0.344351   -0.481205   0.024975 -0.072077   -0.529984          0.493743        -0.022051       -0.055123          0.465209        -0.086404        0.008583          0.012779         -0.112938         0.108719       -0.332074         -0.443465         0.002480       -0.061608         -0.499161   0.000000   0.000000 0.322072 0.250245 0.748200 -0.070575   0.032896  0.051640 0.396364 -0.047159 0.830320  0.122859   0.134148  0.425707
